column,parent,theme,subtheme,polarity,phrase
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of networking opportunities within the company limits my visibility
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no clear benchmarks for success leaves me guessing about my progress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,the absence of a clear career ladder is demoralising
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,limited access to industry conferences restricts my learning
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,inadequate support for lateral moves makes it hard to diversify skills
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no encouragement for pursuing additional qualifications affects my confidence
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,too little feedback on performance means i can't improve effectively
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of advocacy from management makes it hard to move up
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of clarity on promotion criteria causes frustration and anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,inadequate feedback from my line manager leaves me feeling undervalued
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,too much emphasis on team performance hinders my individual growth
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,poor communication about internal job openings creates missed opportunities
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no clear pathway for advancement makes me question my future here
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,unrealistic expectations for career growth induce stress and burnout
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,limited training options prevent me from developing essential skills
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,fear of being overlooked for promotions causes constant worry
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,overwhelming workload distracts from focusing on my career goals
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of mentorship leads to feelings of isolation in my role
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,slow progression in my department causes deep dissatisfaction
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no opportunities for cross-training restricts my career development
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,poor succession planning leaves me uncertain about my future
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,unclear job roles create confusion about how to advance
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,too few promotional opportunities lead to a sense of stagnation
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,limited networking events in the company hinder my career connections
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,inconsistent performance reviews make it hard to understand my standing
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,unaddressed grievances about career development cause resentment
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of support for further education stifles my ambition
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,frequent restructuring leaves me uncertain about my career path
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of clear promotion pathways causing anxiety about future roles
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no mentorship programme impacts my confidence in career advancement
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,poor visibility of internal vacancies leaves me feeling stuck
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,inadequate support from senior leadership for career growth
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,too much focus on operational tasks limits my professional development
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,unclear performance metrics create stress over promotion prospects
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,frequent changes in management disrupt my career progression plans
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of training opportunities in critical skills affects my employability
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,poor communication about career opportunities leads to frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no guidance on skill development makes me feel lost in my role
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,inconsistent feedback from my line manager undermines my growth
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,overlapping responsibilities create confusion about career direction
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of investment in employee development hampers motivation
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no follow-up on development plans makes me feel unsupported
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,limited networking opportunities within the company restrict my advancement
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,too much bureaucracy in approval processes delays career moves
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,lack of clarity in job roles complicates progression decisions
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,no recognition for upskilling efforts leaves me feeling demoralised
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,business priorities overshadowing personal development needs
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Career Progression,Negative,unclear pathways for advancement create uncertainty about my future
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of clear role expectations is causing me significant stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poor communication about my responsibilities leads to confusion
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,uncertainty regarding my job role is affecting my confidence
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inadequate handover procedures leave me feeling lost on tasks
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i feel overwhelmed due to unclear priorities from my line manager
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"too much focus on performance metrics, but no role clarity"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"my role description is vague, causing me to doubt my performance"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,frequent changes to my shift pattern create confusion about my responsibilities
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i struggle with my duties due to lack of proper induction
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"without clear role boundaries, my workload feels unmanageable"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguity around the appraisal process is demotivating
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the absence of defined career pathways leads to frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i often receive conflicting instructions from different managers
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inconsistent information during stand-ups leaves me unclear on priorities
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,my probation feels extended due to unclear role expectations
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i find it hard to contribute meaningfully without clear guidance
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,not knowing my pay band limits my career development opportunities
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,too much emphasis on overtime without clear role definitions
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i'm stressed due to lack of clarity on the capability process
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the confusion around team roles impacts our overall productivity
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguous responsibilities create unnecessary tension in the team
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguous job duties are causing me unnecessary anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,insufficient clarity on project roles leads to team conflicts
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of defined responsibilities makes me feel undervalued
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,constant shifts in job expectations hinder my productivity
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,unclear delegation of tasks results in missed deadlines
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inconsistent guidance from management leaves me second-guessing
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,my role in team projects is often not clearly communicated
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poorly defined objectives are making it hard to focus
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i often feel like i'm stepping on toes due to role overlap
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,not knowing who to report to adds to my stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the absence of a clear job description is frustrating
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,frequent revisions to my role are disorientating and stressful
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i feel lost without a defined career path within my role
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the lack of a structured onboarding process made me feel unprepared
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,having no clear escalation procedures increases my anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguous team dynamics create an unsettling work environment
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the absence of clarity in my responsibilities is demoralising
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,role ambiguity has led to a decrease in team morale
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"without clear guidelines, i often feel uneasy about my decisions"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,too many responsibilities without a clear role can be overwhelming
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,the absence of well-defined roles creates unnecessary competition among colleagues
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,unclear job expectations causing constant confusion and stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poor communication from management leads to role ambiguity
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,no clear objectives leaving me feeling lost daily
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inadequate information about responsibilities creates anxiety at work
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,too much overlap between roles makes collaboration difficult
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"my role lacks definition, resulting in frustration and burnout"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguity in my job description leads to missed deadlines
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,undefined boundaries in my role are overwhelming me
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,constant changes in responsibilities create uncertainty and tension
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of clarity in team roles causes friction and stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,uncertainty about my position leads to feelings of inadequacy
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,too many tasks without clear priorities contribute to my anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,vague feedback on my role leaves me feeling unsupported
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,role confusion among team members fosters a toxic work environment
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inconsistent messaging about my duties creates unnecessary stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,no guidance on shifting responsibilities heightens my workload pressure
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of clarity around my role affects my motivation and engagement
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,ambiguous career progression options add to my stress levels
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,frequent changes to my role without notice disrupt my workflow
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,unclear expectations from management create a sense of chaos
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,difficulties in understanding my contributions lead to low morale
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of defined roles in the pmo is causing frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,confusion about project responsibilities leads to unnecessary stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inadequate guidance on sap tasks leaves me feeling unsupported
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poor role clarity from senior leadership is affecting team morale
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,"i am unclear about my duties in the amp8 project, which hampers my performance"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,uncertain expectations from my line manager create constant anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,no clear structure for field work roles results in overlap and confusion
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,constant changes in role descriptions create instability in my work
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i feel overwhelmed by the lack of clarity on my responsibilities in the alliance project
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,insufficient training on ecc processes leaves me unprepared for my tasks
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poorly defined roles within the team lead to conflicts and misunderstandings
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i find it stressful when my responsibilities are not clearly communicated during meetings
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,lack of clarity on who to report to in the hrs system causes delays in work
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,insufficient role definitions in our department lead to burnout among staff
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,uncertainty about my position in the new structure is quite unsettling
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,no clear job descriptions for site work create a chaotic environment
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,inconsistent communication from management about my role makes it hard to focus
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i feel lost due to the lack of proper handover for my projects
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,unclear role expectations in the team are resulting in decreased productivity
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,poor alignment on project roles is causing confusion and frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Role Clarity,Negative,i struggle with my tasks because of vague responsibilities outlined by my line manager
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of training opportunities is causing me significant stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no clear pathways for career development lead to frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,poor access to upskilling resources results in feeling stagnant
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,too much reliance on self-taught skills is overwhelming me
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inadequate training during induction left me unprepared for my role
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,my line manager isn't prioritising further training for our team
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,i've faced redundancy without proper training for new roles
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,insufficient support for skill development affects my confidence
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,constant changes to training programmes create uncertainty and stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,"with no budget for professional development, i feel stuck"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,limited training options are impacting my long-term career aspirations
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,feeling unsupported in my training needs is demotivating
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,the lack of upskilling leads to a sense of professional stagnation
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,my appraisal didn’t address my requests for further training
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,"too few training sessions available, making progression difficult"
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,having to manage on-call duties without proper training is stressful
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inconsistent training across departments creates confusion and frustration
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no budget allocation for team training is affecting morale
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,i’m struggling with inadequate training on new systems
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of structured training plans causes anxiety about my future
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,poorly executed training sessions waste my time and energy
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of mentorship during training is causing me to feel lost
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no feedback on my progress leaves me anxious about my skills
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,limited access to online courses makes it hard to improve
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,insufficient training materials contribute to my lack of confidence
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,too few workshops on essential skills are frustrating my growth
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inadequate one-on-one training sessions make learning difficult
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,constant updates to training platforms are confusing and unproductive
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,poor communication about training schedules leads to missed opportunities
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no time allocated for professional development adds to my stress
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of clarity on training expectations leaves me uncertain
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,too much emphasis on theoretical knowledge without practical application
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inconsistent training quality across teams affects overall morale
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,not enough focus on soft skills training is hindering my effectiveness
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,frequent changes in trainers create inconsistency in learning
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,insufficient budget for external courses limits my development options
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no structured onboarding process makes new hires feel overwhelmed
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,unrealistic expectations for self-guided learning are creating anxiety
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,limited support for career progression is demotivating me
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of engagement in training sessions makes them feel pointless
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,poor integration of new technology in training is a major setback
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,insufficient training on management skills is impacting team dynamics
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of advanced training options causing frustration among team members
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inadequate resources for skill development lead to job dissatisfaction
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,no support for attending external workshops results in stagnation
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,poor communication about available training creates confusion
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,too much emphasis on compliance training detracts from personal development
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,limited access to online courses causing feelings of being left behind
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,too few mentors available for guidance leads to isolated learning
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,unclear career progression paths result in employee disengagement
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,inconsistent training quality across departments fosters resentment
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,overloading staff with mandatory training contributes to burnout
Wellbeing_Details,"Leadership, Culture & People Experience",Career Development & Training,Training & Upskilling,Negative,lack of practical training sessions affects team confidence in skills
